response_id,customer_id,journey_stage,responded_at,updated_at,event_version,nps_score,csat_score,category,comment
R002502,C001959,support,2025-06-08T09:11:00Z,2025-06-08T11:14:00Z,1,6,3,resolution,The information could be clearer.
R002503,C001931,service,2025-06-08T10:42:00Z,2025-06-08T13:26:00Z,1,5,1,schedule,Everything worked as expected.
R002504,C000984,service,2025-06-08T12:13:00Z,2025-06-08T13:57:00Z,1,6,3,schedule,I needed more than one contact.
R002505,C000719,onboarding,2025-06-08T13:44:00Z,2025-06-08T14:45:00Z,1,9,5,information,The information could be clearer.
R002506,C000235,service,2025-06-08T15:15:00Z,2025-06-08T17:50:00Z,1,8,4,schedule,The response was quick.
R002507,C000833,service,2025-06-08T16:46:00Z,2025-06-08T17:18:00Z,1,7,5,schedule,I needed more than one contact.
R002508,C000392,renewal,2025-06-08T18:17:00Z,2025-06-08T18:26:00Z,1,10,4,value,The information could be clearer.
R002509,C000761,service,2025-06-08T19:48:00Z,2025-06-08T20:40:00Z,1,5,5,schedule,The response was quick.
R002510,C002111,service,2025-06-08T21:19:00Z,2025-06-09T00:01:00Z,1,7,5,experience,The response was quick.
R002511,C000393,onboarding,2025-06-08T22:50:00Z,2025-06-09T01:18:00Z,1,10,3,information,I needed more than one contact.
R002512,C000432,renewal,2025-06-09T00:21:00Z,2025-06-09T01:01:00Z,1,6,3,relationship,The response was quick.
R002513,C001140,support,2025-06-09T01:52:00Z,2025-06-09T02:19:00Z,1,4,3,resolution,The waiting time affected the experience.
R002514,C002374,onboarding,2025-06-09T03:23:00Z,2025-06-09T05:04:00Z,1,7,4,access,The response was quick.
R002515,C002336,support,2025-06-09T04:54:00Z,2025-06-09T07:44:00Z,1,5,5,communication,The response was quick.
R002516,C000704,service,2025-06-09T06:25:00Z,2025-06-23T07:03:00Z,2,8,5,experience,The response was quick.
R002517,C000276,support,2025-06-09T07:56:00Z,2025-06-09T09:37:00Z,1,6,4,communication,Everything worked as expected.
R002518,C000263,service,2025-06-09T09:27:00Z,2025-06-09T11:17:00Z,1,7,4,experience,The response was quick.
R002519,C000332,service,2025-06-09T10:58:00Z,2025-06-09T11:30:00Z,1,4,5,experience,The information could be clearer.
R002520,C000374,service,2025-06-09T12:29:00Z,2025-06-09T14:44:00Z,1,9,5,schedule,The information could be clearer.
R002521,C002127,renewal,2025-06-09T14:00:00Z,2025-06-09T15:55:00Z,1,10,3,relationship,Everything worked as expected.
R002522,C000853,service,2025-06-09T15:31:00Z,2025-06-09T18:28:00Z,1,4,3,schedule,The waiting time affected the experience.
R002523,C000583,support,2025-06-09T17:02:00Z,2025-06-09T18:31:00Z,1,7,2,resolution,The information could be clearer.
R002524,C000823,support,2025-06-09T18:33:00Z,2025-06-09T19:17:00Z,1,6,2,resolution,The response was quick.
R002525,C001858,support,2025-06-09T20:04:00Z,2025-06-09T22:17:00Z,1,4,4,communication,The response was quick.
R002526,C000241,support,2025-06-09T21:35:00Z,2025-06-09T22:52:00Z,1,5,1,communication,Everything worked as expected.
R002527,C000295,renewal,2025-06-09T23:06:00Z,2025-06-10T00:00:00Z,1,3,4,relationship,The waiting time affected the experience.
R002528,C000035,support,2025-06-10T00:37:00Z,2025-06-10T01:21:00Z,1,9,2,resolution,The information could be clearer.
R002529,C002198,service,2025-06-10T02:08:00Z,2025-06-10T03:13:00Z,1,7,3,schedule,The response was quick.
R002530,C001180,service,2025-06-10T03:39:00Z,2025-06-10T06:26:00Z,1,10,3,schedule,The waiting time affected the experience.
R002531,C000207,service,2025-06-10T05:10:00Z,2025-06-10T06:12:00Z,1,9,5,schedule,I needed more than one contact.
R002532,C001843,onboarding,2025-06-10T06:41:00Z,2025-06-10T07:21:00Z,1,10,4,information,The response was quick.
R002533,C000541,service,2025-06-10T08:12:00Z,2025-06-24T09:07:00Z,2,9,4,experience,The response was quick.
R002534,C001268,service,2025-06-10T09:43:00Z,2025-06-10T11:11:00Z,1,9,5,schedule,The waiting time affected the experience.
R002535,C000012,support,2025-06-10T11:14:00Z,2025-06-10T11:42:00Z,1,7,2,communication,I needed more than one contact.
R002536,C002156,support,2025-06-10T12:45:00Z,2025-06-10T13:53:00Z,1,10,3,communication,Everything worked as expected.
R002537,C000365,support,2025-06-10T14:16:00Z,2025-06-10T14:48:00Z,1,8,5,resolution,The response was quick.
R002538,C001031,renewal,2025-06-10T15:47:00Z,2025-06-10T17:09:00Z,1,6,4,value,The waiting time affected the experience.
R002539,C001148,support,2025-06-10T17:18:00Z,2025-06-10T19:55:00Z,1,5,3,communication,Everything worked as expected.
R002540,C000944,support,2025-06-10T18:49:00Z,2025-06-10T21:35:00Z,1,3,3,communication,The response was quick.
R002541,C001455,support,2025-06-10T20:20:00Z,2025-06-10T20:27:00Z,1,10,3,communication,The waiting time affected the experience.
R002542,C000294,renewal,2025-06-10T21:51:00Z,2025-06-11T00:05:00Z,1,8,4,relationship,The information could be clearer.
R002543,C000586,service,2025-06-10T23:22:00Z,2025-06-11T01:52:00Z,1,7,4,experience,The information could be clearer.
R002544,C001804,onboarding,2025-06-11T00:53:00Z,2025-06-11T01:24:00Z,1,5,4,access,The response was quick.
R002545,C000369,service,2025-06-11T02:24:00Z,2025-06-11T04:28:00Z,1,10,5,schedule,Everything worked as expected.
R002546,C001805,service,2025-06-11T03:55:00Z,2025-06-11T04:26:00Z,1,6,4,experience,I needed more than one contact.
R002547,C000411,onboarding,2025-06-11T05:26:00Z,2025-06-11T07:21:00Z,1,5,3,access,Everything worked as expected.
R002548,C000854,support,2025-06-11T06:57:00Z,2025-06-11T07:30:00Z,1,5,4,communication,The waiting time affected the experience.
R002549,C002112,service,2025-06-11T08:28:00Z,2025-06-11T09:54:00Z,1,8,5,schedule,The information could be clearer.
R002550,C001548,support,2025-06-11T09:59:00Z,2025-06-25T10:12:00Z,2,4,3,communication,I needed more than one contact.
R002551,C000644,renewal,2025-06-11T11:30:00Z,2025-06-11T11:55:00Z,1,7,4,relationship,I needed more than one contact.
R002552,C002247,support,2025-06-11T13:01:00Z,2025-06-11T15:25:00Z,1,5,4,communication,I needed more than one contact.
R002553,C001562,renewal,2025-06-11T14:32:00Z,2025-06-11T15:05:00Z,1,6,4,relationship,Everything worked as expected.
R002554,C002049,service,2025-06-11T16:03:00Z,2025-06-11T16:48:00Z,1,7,4,experience,I needed more than one contact.
R002555,C001360,support,2025-06-11T17:34:00Z,2025-06-11T18:38:00Z,1,6,3,communication,Everything worked as expected.
R002556,C000015,support,2025-06-11T19:05:00Z,2025-06-11T20:27:00Z,1,5,3,communication,I needed more than one contact.
R002557,C001285,support,2025-06-11T20:36:00Z,2025-06-11T22:57:00Z,1,7,3,resolution,I needed more than one contact.
R002558,C000128,support,2025-06-11T22:07:00Z,2025-06-12T00:53:00Z,1,4,4,resolution,I needed more than one contact.
R002559,C000661,renewal,2025-06-11T23:38:00Z,2025-06-12T00:38:00Z,1,10,4,value,Everything worked as expected.
R002560,C001058,service,2025-06-12T01:09:00Z,2025-06-12T03:45:00Z,1,8,5,experience,I needed more than one contact.
R002561,C000805,service,2025-06-12T02:40:00Z,2025-06-12T05:24:00Z,1,7,3,experience,Everything worked as expected.
R002562,C000733,service,2025-06-12T04:11:00Z,2025-06-12T04:35:00Z,1,7,4,schedule,The response was quick.
R002563,C000248,service,2025-06-12T05:42:00Z,2025-06-12T06:50:00Z,1,10,5,schedule,The information could be clearer.
R002564,C001428,renewal,2025-06-12T07:13:00Z,2025-06-12T10:02:00Z,1,8,3,relationship,I needed more than one contact.
R002565,C001483,service,2025-06-12T08:44:00Z,2025-06-12T09:58:00Z,1,6,3,schedule,The waiting time affected the experience.
R002566,C001935,onboarding,2025-06-12T10:15:00Z,2025-06-12T10:38:00Z,1,6,4,access,Everything worked as expected.
R002567,C001315,onboarding,2025-06-12T11:46:00Z,2025-06-26T12:16:00Z,2,9,5,access,I needed more than one contact.
R002568,C002308,onboarding,2025-06-12T13:17:00Z,2025-06-12T14:22:00Z,1,8,4,access,The information could be clearer.
R002569,C001622,onboarding,2025-06-12T14:48:00Z,2025-06-12T16:42:00Z,1,10,3,access,The response was quick.
R002570,C002275,onboarding,2025-06-12T16:19:00Z,2025-06-12T16:38:00Z,1,10,4,information,The response was quick.
R002571,C001815,support,2025-06-12T17:50:00Z,2025-06-12T18:01:00Z,1,3,2,resolution,The information could be clearer.
R002572,C001717,support,2025-06-12T19:21:00Z,2025-06-12T19:27:00Z,1,7,4,communication,The response was quick.
R002573,C000854,renewal,2025-06-12T20:52:00Z,2025-06-12T22:28:00Z,1,5,4,relationship,The information could be clearer.
R002574,C002198,service,2025-06-12T22:23:00Z,2025-06-12T22:55:00Z,1,8,3,experience,The information could be clearer.
R002575,C002164,renewal,2025-06-12T23:54:00Z,2025-06-13T00:51:00Z,1,5,4,value,The response was quick.
R002576,C001170,service,2025-06-13T01:25:00Z,2025-06-13T02:07:00Z,1,8,4,experience,Everything worked as expected.
R002577,C000601,onboarding,2025-06-13T02:56:00Z,2025-06-13T04:18:00Z,1,9,4,access,Everything worked as expected.
R002578,C000773,support,2025-06-13T04:27:00Z,2025-06-13T06:14:00Z,1,9,4,resolution,The information could be clearer.
R002579,C001860,service,2025-06-13T05:58:00Z,2025-06-13T07:32:00Z,1,7,5,experience,I needed more than one contact.
R002580,C000815,renewal,2025-06-13T07:29:00Z,2025-06-13T09:15:00Z,1,5,4,value,Everything worked as expected.
R002581,C001204,service,2025-06-13T09:00:00Z,2025-06-13T11:49:00Z,1,8,5,experience,I needed more than one contact.
R002582,C002246,service,2025-06-13T10:31:00Z,2025-06-13T11:33:00Z,1,10,3,schedule,The response was quick.
R002583,C001545,support,2025-06-13T12:02:00Z,2025-06-13T14:47:00Z,1,6,4,communication,I needed more than one contact.
R002584,C001963,support,2025-06-13T13:33:00Z,2025-06-27T14:20:00Z,2,5,5,resolution,The response was quick.
R002585,C001746,service,2025-06-13T15:04:00Z,2025-06-13T16:05:00Z,1,7,5,experience,The information could be clearer.
R002586,C000134,onboarding,2025-06-13T16:35:00Z,2025-06-13T18:13:00Z,1,10,5,information,The information could be clearer.
R002587,C001090,service,2025-06-13T18:06:00Z,2025-06-13T19:22:00Z,1,9,4,schedule,The information could be clearer.
R002588,C001330,service,2025-06-13T19:37:00Z,2025-06-13T21:02:00Z,1,5,2,experience,I needed more than one contact.
R002589,C002304,service,2025-06-13T21:08:00Z,2025-06-13T22:54:00Z,1,9,5,experience,The response was quick.
R002590,C002010,service,2025-06-13T22:39:00Z,2025-06-13T22:48:00Z,1,6,5,experience,Everything worked as expected.
R002591,C000601,service,2025-06-14T00:10:00Z,2025-06-14T01:28:00Z,1,9,4,experience,The information could be clearer.
R002592,C001958,onboarding,2025-06-14T01:41:00Z,2025-06-14T04:37:00Z,1,8,4,information,The response was quick.
R002593,C002208,support,2025-06-14T03:12:00Z,2025-06-14T04:28:00Z,1,6,3,communication,The waiting time affected the experience.
R002594,C001575,service,2025-06-14T04:43:00Z,2025-06-14T06:00:00Z,1,9,3,experience,The response was quick.
R002595,C001278,service,2025-06-14T06:14:00Z,2025-06-14T07:06:00Z,1,8,3,experience,The waiting time affected the experience.
R002596,C002396,support,2025-06-14T07:45:00Z,2025-06-14T10:31:00Z,1,10,3,communication,The response was quick.
R002597,C001771,support,2025-06-14T09:16:00Z,2025-06-14T09:35:00Z,1,10,4,resolution,Everything worked as expected.
R002598,C000539,renewal,2025-06-14T10:47:00Z,2025-06-14T12:10:00Z,1,6,4,value,The response was quick.
R002599,C001329,service,2025-06-14T12:18:00Z,2025-06-14T14:45:00Z,1,8,3,schedule,The response was quick.
R002600,C000474,renewal,2025-06-14T13:49:00Z,2025-06-14T14:25:00Z,1,6,5,value,I needed more than one contact.
R002601,C001438,support,2025-06-14T15:20:00Z,2025-06-28T15:25:00Z,2,9,1,resolution,The response was quick.
R002602,C001577,service,2025-06-14T16:51:00Z,2025-06-14T18:22:00Z,1,8,4,experience,The information could be clearer.
R002603,C000100,onboarding,2025-06-14T18:22:00Z,2025-06-14T18:59:00Z,1,9,3,access,I needed more than one contact.
R002604,C002234,support,2025-06-14T19:53:00Z,2025-06-14T21:42:00Z,1,5,4,resolution,I needed more than one contact.
R002605,C001291,service,2025-06-14T21:24:00Z,2025-06-15T00:02:00Z,1,6,3,experience,The information could be clearer.
R002606,C000114,support,2025-06-14T22:55:00Z,2025-06-15T00:30:00Z,1,3,5,resolution,The response was quick.
R002607,C002367,support,2025-06-15T00:26:00Z,2025-06-15T00:50:00Z,1,8,4,communication,Everything worked as expected.
R002608,C000408,onboarding,2025-06-15T01:57:00Z,2025-06-15T02:56:00Z,1,7,5,access,The information could be clearer.
R002609,C001679,service,2025-06-15T03:28:00Z,2025-06-15T05:22:00Z,1,8,4,schedule,Everything worked as expected.
R002610,C002368,support,2025-06-15T04:59:00Z,2025-06-15T05:29:00Z,1,5,4,communication,The response was quick.
R002611,C001015,onboarding,2025-06-15T06:30:00Z,2025-06-15T08:09:00Z,1,10,5,information,I needed more than one contact.
R002612,C001568,onboarding,2025-06-15T08:01:00Z,2025-06-15T08:27:00Z,1,7,4,access,Everything worked as expected.
R002613,C000904,service,2025-06-15T09:32:00Z,2025-06-15T11:10:00Z,1,8,5,experience,I needed more than one contact.
R002614,C000919,service,2025-06-15T11:03:00Z,2025-06-15T11:32:00Z,1,3,3,experience,I needed more than one contact.
R002615,C000851,renewal,2025-06-15T12:34:00Z,2025-06-15T14:50:00Z,1,5,5,value,The waiting time affected the experience.
R002616,C001186,support,2025-06-15T14:05:00Z,2025-06-15T14:31:00Z,1,6,4,communication,The waiting time affected the experience.
R002617,C000856,support,2025-06-15T15:36:00Z,2025-06-15T18:16:00Z,1,7,4,communication,The response was quick.
R002618,C002222,service,2025-06-15T17:07:00Z,2025-06-29T17:29:00Z,2,7,5,experience,The information could be clearer.
R002619,C000575,onboarding,2025-06-15T18:38:00Z,2025-06-15T19:04:00Z,1,6,4,access,The information could be clearer.
R002620,C000712,service,2025-06-15T20:09:00Z,2025-06-15T22:20:00Z,1,7,5,schedule,The waiting time affected the experience.
R002621,C000959,service,2025-06-15T21:40:00Z,2025-06-16T00:00:00Z,1,9,5,schedule,I needed more than one contact.
R002622,C002231,support,2025-06-15T23:11:00Z,2025-06-16T00:45:00Z,1,5,5,communication,The response was quick.
R002623,C001466,service,2025-06-16T00:42:00Z,2025-06-16T02:22:00Z,1,6,2,schedule,The waiting time affected the experience.
R002624,C000735,onboarding,2025-06-16T02:13:00Z,2025-06-16T02:54:00Z,1,5,5,access,Everything worked as expected.
R002625,C002137,renewal,2025-06-16T03:44:00Z,2025-06-16T06:17:00Z,1,7,3,relationship,The information could be clearer.
R002626,C000678,support,2025-06-16T05:15:00Z,2025-06-16T07:33:00Z,1,3,3,resolution,I needed more than one contact.
R002627,C000067,renewal,2025-06-16T06:46:00Z,2025-06-16T07:08:00Z,1,7,5,relationship,Everything worked as expected.
R002628,C001784,renewal,2025-06-16T08:17:00Z,2025-06-16T08:44:00Z,1,6,5,value,Everything worked as expected.
R002629,C002073,support,2025-06-16T09:48:00Z,2025-06-16T09:54:00Z,1,7,3,resolution,The information could be clearer.
R002630,C000970,onboarding,2025-06-16T11:19:00Z,2025-06-16T11:55:00Z,1,8,4,information,I needed more than one contact.
R002631,C001646,renewal,2025-06-16T12:50:00Z,2025-06-16T13:35:00Z,1,4,4,value,The waiting time affected the experience.
R002632,C001649,onboarding,2025-06-16T14:21:00Z,2025-06-16T14:54:00Z,1,6,5,information,The response was quick.
R002633,C002208,onboarding,2025-06-16T15:52:00Z,2025-06-16T17:42:00Z,1,7,3,access,The information could be clearer.
R002634,C000813,renewal,2025-06-16T17:23:00Z,2025-06-16T20:07:00Z,1,8,4,value,The waiting time affected the experience.
R002635,C002359,support,2025-06-16T18:54:00Z,2025-06-30T19:33:00Z,2,5,3,communication,I needed more than one contact.
R002636,C001553,service,2025-06-16T20:25:00Z,2025-06-16T21:28:00Z,1,7,4,experience,The information could be clearer.
R002637,C002196,support,2025-06-16T21:56:00Z,2025-06-16T22:40:00Z,1,8,2,communication,I needed more than one contact.
R002638,C001078,renewal,2025-06-16T23:27:00Z,2025-06-17T01:13:00Z,1,5,3,relationship,The information could be clearer.
R002639,C002161,support,2025-06-17T00:58:00Z,2025-06-17T03:58:00Z,1,4,4,resolution,The response was quick.
R002640,C000072,renewal,2025-06-17T02:29:00Z,2025-06-17T03:26:00Z,1,10,3,value,Everything worked as expected.
R002641,C002305,onboarding,2025-06-17T04:00:00Z,2025-06-17T05:25:00Z,1,10,5,information,I needed more than one contact.
R002642,C000539,onboarding,2025-06-17T05:31:00Z,2025-06-17T08:28:00Z,1,9,5,access,Everything worked as expected.
R002643,C001585,support,2025-06-17T07:02:00Z,2025-06-17T09:22:00Z,1,5,2,communication,The waiting time affected the experience.
R002644,C001171,onboarding,2025-06-17T08:33:00Z,2025-06-17T09:13:00Z,1,9,4,information,The information could be clearer.
R002645,C002153,support,2025-06-17T10:04:00Z,2025-06-17T12:46:00Z,1,7,3,communication,I needed more than one contact.
R002646,C000418,support,2025-06-17T11:35:00Z,2025-06-17T13:43:00Z,1,7,2,resolution,The waiting time affected the experience.
R002647,C002079,service,2025-06-17T13:06:00Z,2025-06-17T15:13:00Z,1,8,4,experience,The response was quick.
R002648,C001105,onboarding,2025-06-17T14:37:00Z,2025-06-17T16:41:00Z,1,9,4,access,I needed more than one contact.
R002649,C000172,service,2025-06-17T16:08:00Z,2025-06-17T18:09:00Z,1,9,3,experience,The response was quick.
R002650,C001627,service,2025-06-17T17:39:00Z,2025-06-17T19:41:00Z,1,7,2,schedule,I needed more than one contact.
R002651,C000677,support,2025-06-17T19:10:00Z,2025-06-17T20:54:00Z,1,6,3,communication,The waiting time affected the experience.
R002652,C000654,service,2025-06-17T20:41:00Z,2025-07-01T21:37:00Z,2,8,4,experience,The information could be clearer.
R002653,C000049,support,2025-06-17T22:12:00Z,2025-06-17T22:36:00Z,1,8,5,communication,I needed more than one contact.
R002654,C000070,renewal,2025-06-17T23:43:00Z,2025-06-18T01:31:00Z,1,10,4,relationship,The response was quick.
